Player,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim
1116,17,52.9%,3.6,2.6,2.3,5.7,8.4,381,64.1%,27.2,573,1.41,0.31,0.27,0.25,3,2,-65,29.4%,17.6%
113,17,35.3%,2.5,1.6,3.4,6.8,4.6,308,68.8%,13,271,1.46,0.25,0.38,0.26,-210,-10,-298,41.2%,17.6%
1Blue,10,10%,0.9,1.4,3.8,2,8.2,351,38.7%,27,494,0.91,0.32,0.14,0.1,-690,-2,-358,0%,30%
2Trick,13,30.8%,2,1.4,4.8,8.2,0.9,226,51.8%,9,228,2.31,0.77,0.31,0.22,-168,-5,-333,15.4%,7.7%
369,27,74.1%,3.5,2.6,2.3,5.5,8,390,52.9%,21.9,554,-,-,-,-,-,-,-,-,-
5Kid,16,43.8%,3.2,4.1,2.4,3.6,9.6,436,66.2%,30.4,717,1.46,0.36,0.36,0.2,166,12,70,25%,18.8%
6ax,13,53.8%,3.9,3.9,2.6,6.2,8.1,407,74.4%,31.9,707,1.21,0.36,0.21,0.16,308,5,73,30.8%,7.7%
9eetoo,14,35.7%,2.3,2.9,3.2,4.6,7.3,370,46%,22.2,464,1.13,0.26,0.19,0.15,-355,-13,-430,21.4%,7.1%
ACD,13,76.9%,3.3,2.9,2.7,5.9,7.6,399,53%,23.2,640,1.26,0.25,0.21,0.11,25,8,70,7.7%,7.7%
ADD,30,50%,2.2,2.6,3.5,5,7.7,388,49%,23,539,1.25,0.38,0.21,0.15,-52,-2,-214,6.7%,26.7%
AHaHaCiK,18,77.8%,3.6,2.1,3.1,8.9,5.2,345,77.2%,13.9,346,1.54,0.27,0.36,0.29,221,1,149,44.4%,16.7%
AKLASS,8,25%,2.5,3.8,2.8,3,9.2,412,53.2%,21.7,462,01.04,0.35,0.28,0.12,-184,9,40,12.5%,12.5%
AKi,31,61.3%,4.2,2,2.1,7,5.3,336,73.8%,14,321,-,-,-,-,-,-,-,-,-
AOS,6,0%,0.6,0.8,4.7,2.2,7.1,321,34.6%,24.7,405,0.65,0.33,0.06,0.05,-494,0,-541,16.7%,0%
APA,31,58.1%,3.8,3.8,2.4,5.4,8.7,426,64.1%,27.8,607,1.26,0.32,0.16,0.11,380,-1,101,19.4%,6.5%
ASTRO1,13,15.4%,2.1,2.5,2.9,3.7,7.9,368,56.8%,23,433,0.82,0.22,0.2,0.12,-853,-20,-210,23.1%,15.4%
Abagnale,16,37.5%,2.1,0.7,4.9,9.5,1.2,241,71.6%,8.4,191,3.14,01.02,0.42,0.42,-278,5,-121,12.5%,18.8%
Ablazeolive,15,20%,1.4,1.6,3.6,3.3,8.6,367,53.1%,27.2,580,0.97,0.22,0.17,0.14,-312,1,-21,0%,20%
Able,31,61.3%,4.6,3.6,1.9,5.2,9.8,454,69.3%,27.9,635,-,-,-,-,-,-,-,-,-
Abner,16,43.8%,4.1,3.4,2.1,4.9,8.7,417,64.7%,26.1,577,0.79,0.17,0.21,0.01,330,2,117,37.5%,12.5%
Absolute,8,62.5%,4.1,0.8,2.3,8.4,0.9,237,68.9%,7,124,2.37,0.38,0.21,0.3,-75,2,321,50%,0%
Acce,10,80%,4.8,2.3,1.6,5.3,7.9,382,41.6%,15.4,359,0.83,0.29,0.12,0.19,-28,-6,-56,20%,10%
Acee,22,9.1%,2,1.9,2.9,4,7.7,343,67.1%,26,469,1.22,0.29,0.25,0.22,-683,-14,-359,22.7%,4.5%
Ackerman,16,43.8%,4.4,1,1.9,7.6,1.1,251,74.6%,11.1,261,3.31,1.16,0.52,0.44,77,-3,258,31.3%,0%
Adam,15,46.7%,3,3.4,2.7,4.7,8.4,401,55.7%,19.2,445,0.91,0.37,0.21,0.13,254,9,297,33.3%,13.3%
Addusto,8,25%,0.9,1.6,4.3,2.3,8.5,389,32%,21.7,450,01.08,0.33,0.17,0.08,-77,2,-45,25%,0%
Adept,12,33.3%,2.2,0.7,4.3,8.9,1,228,65%,8.9,178,2.46,0.65,0.31,0.29,-193,0,-110,25%,16.7%
Adison,18,38.9%,2.4,3.1,3.2,4.7,8.4,399,59.1%,26.1,567,0.95,0.24,0.23,0.07,-279,-8,-210,11.1%,5.6%
Adiss,11,54.5%,4,3.4,2.3,5.8,8.1,393,50%,20.4,565,01.05,0.21,0.22,0.13,9,-3,201,0%,9.1%
Advienne,16,62.5%,3.7,0.9,2.7,8.9,0.9,241,65.1%,7.7,198,03.04,01.04,0.41,0.42,85,-2,86,18.8%,6.3%
Aegis,14,57.1%,3.5,2.5,2.6,6.6,6.3,349,76.5%,16.7,332,1.15,0.23,0.22,0.26,140,1,17,57.1%,7.1%
Aetinoth,13,76.9%,6.6,5.5,1.7,5.7,8.5,463,65.6%,25.4,617,1.29,0.31,0.32,0.13,1155,14,414,23.1%,0%
Afm,13,61.5%,6.4,3.2,1.5,6.6,8.7,411,60.1%,25.1,617,01.02,0.26,0.21,0.13,173,5,94,30.8%,0%
Afroboi,16,68.8%,3.4,2.3,2.9,7.4,4.8,318,65.8%,13.9,316,1.39,0.26,0.34,0.23,-388,-8,-41,37.5%,12.5%
Agresivoo,16,56.3%,2.3,2.1,2.9,4.8,7.8,369,55.1%,18.9,451,1.23,0.29,0.19,0.16,-661,-11,-440,18.8%,18.8%
Ahn,26,61.5%,4.6,4.6,2.2,5.5,9.5,464,72%,28.7,664,-,-,-,-,-,-,-,-,-
Aiming,39,61.5%,6,3.6,1.2,3.8,10.2,460,63.9%,28.5,561,1.6,0.36,0.47,0.16,54,-1,175,20.5%,2.6%
Air,16,37.5%,2.7,3.4,3.4,5.6,8.9,405,74.2%,28.6,665,01.07,0.19,0.19,0.1,163,9,138,18.8%,12.5%
Airren,20,0%,1.3,2.4,3.7,2.5,7.3,353,70.2%,23.7,394,0.95,0.26,0.18,0.11,-572,-6,-321,30%,15%
Aithusa,14,71.4%,4.1,5.1,2.6,5.6,8,407,65.7%,25.5,622,1.38,0.37,0.23,0.16,-115,-2,96,21.4%,7.1%
Ajwad,14,50%,4.1,2.1,2.5,8.2,5.7,350,70.6%,14.5,328,1.25,0.17,0.32,0.17,122,2,-22,28.6%,0%
Akabane,14,85.7%,7.2,3.6,2,10.7,6.2,390,71.9%,13.4,353,1.58,0.22,0.36,0.29,550,13,404,50%,7.1%
Akano,8,12.5%,0.9,1,5,3.6,4.5,292,77.8%,13.1,228,0.9,0.18,0.17,0.21,-694,-14,-359,25%,37.5%
Akre,18,11.1%,2.5,2.9,3.3,5.3,5.3,323,68%,20.3,416,1.41,0.14,0.37,0.11,73,10,350,27.8%,11.1%
Aladoric,14,50%,4.9,1,2.6,11.5,0.8,257,69.2%,9.3,208,2.69,1.31,0.28,0.41,-11,4,170,50%,14.3%
Alby,18,44.4%,3.4,1.5,2.3,6.4,5.4,323,67.4%,16.1,355,1.58,0.19,0.47,0.21,189,2,117,44.4%,11.1%
Ale,29,72.4%,3.8,2.7,1.9,4.4,8.7,414,58.4%,22.1,540,-,-,-,-,-,-,-,-,-
Alex,17,58.8%,3.7,2.1,2.7,7.9,5.4,327,68.6%,13.4,326,2.11,0.3,0.55,0.34,1,0,-6,29.4%,0%
Alexx,16,56.3%,3.8,2.4,2.5,7.1,5.3,331,69.8%,14.5,318,1.31,0.14,0.35,0.2,184,-4,-55,25%,18.8%
Aliplane,12,33.3%,2.6,2.8,3,4.8,8.1,385,49.7%,24.6,529,0.9,0.25,0.19,0.06,-570,-11,-496,8.3%,8.3%
Aloned,14,0%,1.4,1.3,3,2.8,8.8,367,58.3%,28.1,528,1.2,0.24,0.32,0.16,-331,-2,-3,7.1%,7.1%
Alvaro,18,55.6%,4.2,0.9,3.3,13,1,259,78.3%,9.7,215,3.19,1.22,0.43,0.42,259,2,200,38.9%,16.7%
Anathar,17,11.8%,1.4,1.2,3.1,3.2,7,323,45.7%,18.8,341,0.81,0.2,0.13,0.08,-701,-18,-267,17.6%,0%
Ancrath,14,42.9%,2.5,3,3.8,6.6,5.5,346,68.6%,18.8,440,1.62,0.24,0.43,0.22,-110,1,-165,21.4%,14.3%
Andariel,12,50%,7.2,3,1.1,4.8,9.3,433,66.1%,28.3,522,1.21,0.14,0.31,0.12,203,-3,-162,41.7%,8.3%
Andil,37,27%,2.2,1.2,3.5,6.6,1.1,235,66.7%,9.6,212,2.83,1.14,0.44,0.43,98,-2,229,37.8%,13.5%
Angel,18,55.6%,3.1,3.5,2.5,4.3,8.4,399,58.2%,23.1,533,-,-,-,-,-,-,-,-,-
AnnieBot,3,0%,0.9,1,2.7,1.3,7.6,330,64.8%,21.5,417,0.95,0.4,0.1,0.12,-686,-7,403,0%,0%
Antwere,14,21.4%,1.7,1.4,3.6,4.9,5,300,55.7%,14.6,305,1.32,0.17,0.33,0.26,-471,-1,-92,14.3%,0%
Apii,13,69.2%,5.1,0.8,2.4,11.5,0.9,261,75.5%,6.7,151,2.66,01.07,0.41,0.37,172,-1,225,53.8%,15.4%
Arhys,14,28.6%,1.8,1.5,3,3.8,7.1,335,46.5%,19.4,378,1.13,0.26,0.2,0.12,-587,-14,-319,21.4%,7.1%
Aria,22,77.3%,10,4.3,1,6.1,9.2,449,66.5%,27,662,1.33,0.23,0.34,0.22,978,17,643,27.3%,4.5%
Ariana,18,38.9%,2.7,2,2.6,4.8,7.6,362,48%,18.3,423,0.81,0.18,0.13,0.08,5,2,92,16.7%,22.2%
Armut,14,14.3%,1.5,1.9,3.1,2.8,7.8,366,48.4%,23.7,465,1.19,0.3,0.21,0.2,78,-1,20,28.6%,21.4%
Array,31,61.3%,5.3,4.8,2,5.9,8.8,443,69.5%,26.7,595,1.2,0.29,0.31,0.12,260,1,213,29%,6.5%
Arrow,31,58.1%,4.9,4.2,1.9,4.9,8.3,423,64.7%,23.2,510,1.25,0.33,0.3,0.17,435,3,187,29%,9.7%
Artemis,13,69.2%,5.6,5.5,1.8,4.8,9.6,483,72.7%,24.9,538,1.33,0.06,0.35,0.16,622,8,354,30.8%,7.7%
Artifact,11,36.4%,3,2.1,2.3,4.8,8.4,378,58.4%,22.3,502,0.93,0.03,0.21,0.19,294,3,-310,9.1%,18.2%
Artoria,14,42.9%,2.2,2.3,2.9,4,8.8,393,58%,24.3,474,0.89,0.27,0.14,0.12,-70,2,30,14.3%,14.3%
Arven,16,62.5%,3.5,3.3,2.6,5.9,8.3,393,57.6%,25.4,584,1.12,0.32,0.15,0.19,108,6,0,12.5%,18.8%
Aspect,30,20%,1.6,2.3,3.5,3.1,8.5,370,50.8%,27.4,561,0.73,0.23,0.12,0.1,-481,-7,-449,10%,13.3%
Asper,12,75%,3.9,1.2,2.6,9,1,261,81.5%,9.6,212,3.35,0.8,0.46,0.39,163,-4,-218,41.7%,8.3%
Assum,28,39.3%,2.6,2.6,2.5,3.8,9.1,415,62.5%,29.5,649,-,-,-,-,-,-,-,-,-
Asza,16,37.5%,3.2,3.6,2.6,4.5,9,414,66%,27.9,649,1.28,0.28,0.33,0.12,258,7,100,37.5%,0%
Atlen,17,58.8%,3.8,4.8,2.7,5.5,8.9,443,66.9%,28.1,672,1.16,0.25,0.35,0.1,-23,0,41,23.5%,0%
Attila,18,44.4%,3.8,2.9,2.1,5.1,9.7,432,71.9%,26.5,553,1.19,0.26,0.26,0.14,22,-1,-33,44.4%,5.6%
Avenger,14,57.1%,3.3,3.4,2.6,5.3,7.7,372,65.4%,21.2,426,01.06,0.26,0.21,0.18,191,-1,-50,35.7%,7.1%
Avra,19,78.9%,4.9,5.9,2.3,5.3,9.2,472,55.7%,26.4,683,1.77,0.36,0.39,0.16,678,4,428,21.1%,5.3%
Axelent,16,56.3%,5.6,5.4,1.8,4.4,9,452,75.8%,33.3,735,1.16,0.28,0.21,0.09,387,10,287,18.8%,0%
Aytekn,7,28.6%,2.5,2.6,2.1,2.9,7.9,377,39.8%,22.2,450,0.74,0.07,0.1,0.11,-646,-7,-143,0%,14.3%
Ayu,14,57.1%,4.4,1.4,2.3,8.6,1.8,273,72.8%,11.4,266,3.14,01.02,0.47,0.39,417,7,75,42.9%,7.1%
Azhi,17,88.2%,6,2.6,1.6,7.3,7.5,385,61.3%,19.7,463,1.42,0.28,0.27,0.21,567,12,504,23.5%,11.8%
Azitorr,16,37.5%,2.8,5.3,3.4,4.4,9.1,443,69.3%,28.5,686,0.9,0.19,0.22,0.09,-102,4,115,12.5%,0%
B Butcher,18,55.6%,2.6,0.8,4.3,10.6,1.2,252,63.6%,8.3,216,3.81,1.12,0.62,0.35,64,6,-95,5.6%,5.6%
BAO,11,81.8%,7.4,5.6,1.7,7.1,9.2,466,72.8%,30.1,811,1.37,0.25,0.32,0.18,806,14,201,9.1%,9.1%
BOSS,21,57.1%,3.8,4.1,2.8,6.5,7.3,393,53.8%,20.2,568,0.94,0.31,0.15,0.14,6,-8,-5,28.6%,9.5%
Babip,14,50%,3.5,2.4,3.1,8.6,5.1,338,60.5%,13.3,300,1.18,0.26,0.23,0.24,-102,-3,-108,57.1%,0%
Baca,18,33.3%,3.2,2.5,2.2,4.5,8.8,393,64.7%,24.6,464,1.12,0.36,0.18,0.17,32,2,14,44.4%,11.1%
Backlund,16,62.5%,4.7,4.3,1.8,4.3,9.2,428,67.1%,23.7,492,01.04,0.2,0.25,0.12,38,2,26,18.8%,0%
Badlulu,16,56.3%,2.8,2.7,2.6,4.8,8.2,386,57.2%,21.8,458,01.02,0.3,0.13,0.17,-95,0,-46,31.3%,0%
Badlyyga,18,38.9%,3.3,2,2.6,6.5,4.6,305,65%,15.8,348,1.19,0.2,0.29,0.26,-382,-13,-492,38.9%,11.1%
Bakako,13,23.1%,2.1,2.3,3.5,5.1,5.5,322,65.8%,15,320,1.69,0.25,0.5,0.34,-941,-6,-477,15.4%,15.4%
Bako,13,53.8%,2.6,2.4,2.4,3.9,8.2,396,47.7%,21.2,440,1.18,0.29,0.19,0.06,-8,0,-53,7.7%,23.1%
Baloo,14,7.1%,1.4,0.7,4.4,5.5,0.7,216,66.7%,9,169,2.45,01.07,0.27,0.37,-192,-3,-53,0%,28.6%
Balyy,11,54.5%,3.3,2.5,2.6,6.2,5.6,329,72.7%,18.8,345,1.16,0.08,0.24,0.17,-190,8,111,27.3%,9.1%
Bananitoo,14,64.3%,3.5,1.2,3.6,11.2,0.9,256,75.3%,9.4,236,2.38,0.84,0.34,0.31,168,-1,151,28.6%,14.3%
Banderas,14,85.7%,5.2,3.6,2,6.8,7.8,403,59%,20.7,449,1.11,0.25,0.22,0.18,186,2,253,21.4%,21.4%
Baolan,28,28.6%,2.4,0.6,3,6.5,0.6,226,74.7%,10.1,197,-,-,-,-,-,-,-,-,-
Baula,16,31.3%,3.2,0.6,2.2,6.4,1.2,236,67.3%,8.3,166,03.04,1.15,0.45,0.45,-113,5,-3,18.8%,6.3%
Baut,41,56.1%,4.8,0.7,2.1,9.2,0.7,243,74.9%,11.2,257,2.79,1.17,0.31,0.46,201,0,440,26.8%,2.4%
Bay,42,54.8%,4.7,2.6,1.9,6.1,8.1,381,67.5%,22.7,516,1.16,0.27,0.2,0.21,-109,-10,-156,19%,4.8%
Bdd,39,61.5%,4.8,3.1,1.5,4.2,8.7,397,66.6%,24.8,477,01.08,0.3,0.2,0.2,103,-2,-89,20.5%,7.7%
Bean,18,66.7%,6.2,4.4,1.8,6.9,9.1,434,64.9%,23.7,616,1.19,0.27,0.24,0.11,485,9,145,16.7%,5.6%
BeanJ,6,33.3%,2.2,2.7,3.8,5.8,4.9,305,80.7%,13.9,323,1.79,0,0.4,0.3,-94,8,352,33.3%,0%
Beansu,6,16.7%,2.8,0.7,3.8,10,0.9,232,75%,7,189,2.64,0.59,0.31,0.4,-194,5,-214,16.7%,0%
Beenie,14,35.7%,2.8,3,2.6,4.3,9.3,421,62.3%,25.5,592,1.27,0.33,0.29,0.17,-22,0,-32,14.3%,0%
Beichuan,27,51.9%,3,2.6,3.1,6.6,5.1,338,71.5%,18.1,414,-,-,-,-,-,-,-,-,-
Bejjaniii,30,3.3%,0.7,1.3,4.2,1.8,7.2,328,47%,22.9,409,0.77,0.26,0.1,0.1,-944,-18,-767,6.7%,13.3%
Belit,4,0%,2.5,0.5,2.5,5.8,4.8,283,64.8%,13.4,212,1.32,0.37,0.29,0.24,-738,-16,-673,25%,0%
Benaset,17,41.2%,3.2,1.4,3.5,9.8,1,256,70%,12.4,281,3.34,01.03,0.47,0.34,249,3,-79,41.2%,17.6%
Benvi,15,73.3%,3.6,1.5,3.5,11.1,0.9,280,77.5%,13.4,333,2.44,0.95,0.38,0.3,485,-7,118,26.7%,20%
Berserker,14,78.6%,12.7,4.2,0.8,5.8,9.9,461,69.8%,27.2,660,1.35,0.35,0.34,0.18,160,8,121,7.1%,7.1%
BeryL,36,27.8%,1.8,0.4,3.2,5.1,0.9,230,64.7%,10.9,221,03.01,1.12,0.55,0.51,-200,0,-35,8.3%,13.9%
Betao,14,71.4%,4.9,4.1,2.1,6,9.3,451,60.3%,22,538,1.37,0.34,0.23,0.17,659,16,288,35.7%,14.3%
Betty,32,31.3%,3.4,2.7,2.1,4.4,9,402,65.8%,27.4,583,-,-,-,-,-,-,-,-,-
Bible,2,50%,5,0.5,1.5,7,0.9,249,39.5%,7.3,155,2.59,0,0.24,0.47,572,9,987,0%,0%
Bibou,17,41.2%,4.9,4.3,2.2,6.3,8.7,424,65.8%,26.2,596,1.25,0.27,0.28,0.14,-25,2,44,41.2%,5.9%
Bie,9,55.6%,4.8,0.8,2,8.9,0.9,252,63.2%,12,263,3.4,0.37,0.43,0.44,8,-3,-319,11.1%,11.1%
Bin,33,54.5%,2.5,2.4,2.5,4,8.5,404,49.2%,21.4,491,-,-,-,-,-,-,-,-,-
Bini,11,54.5%,5.3,4.5,2.1,6.5,8.3,409,76.7%,29.3,664,1.16,0.25,0.26,0.17,159,0,14,9.1%,9.1%
BioPanther,14,50%,6.7,2.1,1.4,6.9,8.1,391,52.1%,21.1,464,1.16,0.41,0.13,0.17,137,-1,-67,28.6%,7.1%
Biofrost,6,0%,0.9,0,2.7,2.3,0.8,207,55.6%,9,154,2.58,1.35,0.43,0.4,-629,2,-266,0%,0%
Biubiu,29,41.4%,2.1,1.6,2.9,4.4,8.1,374,47.9%,21,461,-,-,-,-,-,-,-,-,-
Bjergsen,14,42.9%,3.8,2.6,2.1,5.2,8.7,395,63%,27.8,658,0.95,0.22,0.14,0.13,-49,0,31,28.6%,0%
Blaber,14,78.6%,4.1,2.7,2.4,6.9,6.1,362,69.4%,15.4,381,1.67,0.31,0.36,0.24,276,10,244,21.4%,14.3%
Black,14,35.7%,3,5.3,3.4,4.9,8.5,435,63.4%,28.3,694,1,0.22,0.29,0.13,743,9,-12,28.6%,0%
Blacky,14,35.7%,2.6,4.6,3.4,4,8.1,405,68.4%,27.4,628,01.06,0.28,0.23,0.2,-258,1,-230,14.3%,14.3%
Blazze,30,16.7%,1.8,2.9,3.6,3.4,7.9,368,56.2%,24.5,501,0.86,0.25,0.15,0.1,-316,-6,-75,33.3%,6.7%
Blink,17,29.4%,3.3,3.9,2.6,4.5,8.8,420,66.5%,24.3,507,1.19,0.22,0.21,0.14,-546,-1,108,5.9%,5.9%
BlueBeast,3,33.3%,1.9,3,3.7,4,8,364,78.2%,24.9,545,1.42,0,0.24,0.19,-794,-8,-431,0%,0%
Bo,16,56.3%,2.2,3.1,4.2,6.1,6,364,69.4%,17.4,398,1.87,0.47,0.49,0.31,370,6,200,37.5%,25%
Boal,14,57.1%,4.3,2.7,1.9,5.6,7.7,378,64.8%,25.3,508,1.17,0.28,0.23,0.18,-27,-6,291,7.1%,0%
Boby,3,0%,0.7,1,7.3,4,4.5,284,65%,18.6,310,0.8,0.04,0.23,0.04,-1144,-8,-799,33.3%,0%
Boda,14,35.7%,1.5,3.2,4.8,4,7.4,383,46.8%,24.6,563,1.15,0.27,0.19,0.18,111,-1,-168,7.1%,21.4%
Bolulu,29,51.7%,5.4,4.3,2,6.6,8.1,407,69%,28.3,691,0.9,0.37,0.09,0.13,220,2,240,24.1%,6.9%
Bolyy1,16,43.8%,2.1,0.4,3.5,7,1.1,226,72%,6.2,122,2.83,0.92,0.3,0.36,35,6,34,37.5%,6.3%
Bong,17,58.8%,3.8,2.9,2.1,4.9,8.3,401,49.5%,21,497,01.03,0.19,0.19,0.17,451,5,426,23.5%,0%
Boras,13,0%,0.8,1.5,4,1.5,6.9,328,33.4%,25.8,438,0.82,0.29,0.12,0.08,-23,0,-170,15.4%,7.7%
Boukada,17,88.2%,9.7,3.2,1.4,10,5.2,364,72.6%,18,437,1.52,0.18,0.36,0.2,439,4,58,35.3%,5.9%
Bounty,6,16.7%,2.6,0.5,3.3,8,0.6,218,73.5%,8,162,2.84,1.51,0.35,0.54,130,2,-101,16.7%,0%
Bradley,31,58.1%,2.8,3.2,2.5,3.8,8.2,418,49.3%,24.6,541,01.04,0.27,0.14,0.13,157,5,77,12.9%,9.7%
Brance,14,64.3%,5.3,4.6,2,6,8.8,438,71%,26.9,705,1.49,0.35,0.37,0.22,221,0,147,28.6%,7.1%
Breathe,27,44.4%,2.3,1.9,2.6,4.2,8.3,380,51.4%,22.6,483,-,-,-,-,-,-,-,-,-
Breezy,30,63.3%,4.7,0.9,2.4,10.6,1.2,257,72.5%,8.9,212,2.91,01.08,0.37,0.33,109,2,179,23.3%,16.7%
BrokenSword,12,16.7%,1.5,2,4.2,4.1,6.6,324,44.7%,17.4,374,0.84,0.26,0.07,0.09,-1013,-15,-618,0%,8.3%
Brokenblade,21,76.2%,5.3,3.5,1.9,6.5,7.5,410,56.2%,21.4,514,1,0.47,0.15,0.18,-58,-11,-206,9.5%,9.5%
Brolia,12,58.3%,4.4,0.5,2.8,11.7,0.9,257,77.6%,7.8,181,2.84,0.82,0.42,0.36,44,-6,-216,33.3%,16.7%
Brosak,1,0%,0.5,0,6,3,5.5,270,20%,12.3,232,1.36,0.55,0.22,0.19,-836,-29,100,0%,0%
Bruce,17,41.2%,2.6,3,3,4.9,9.1,422,66.4%,29.8,604,1.35,0.26,0.37,0.19,16,4,-28,17.6%,17.6%
Bruness,14,64.3%,3.7,2.4,3.1,8.9,6,355,69.4%,16.1,405,1.55,0.34,0.35,0.24,154,11,274,35.7%,0%
Buggax,16,31.3%,1.7,2.8,3.5,3.2,8.5,390,61.1%,27.2,550,0.78,0.23,0.14,0.08,49,-1,-182,31.3%,12.5%
Bugi,14,50%,2.8,2,3.2,6.9,5.3,323,79.7%,16.6,375,1.77,0.35,0.42,0.25,-216,-8,-110,42.9%,0%
Bull,37,27%,3.6,3.6,2.2,4.1,8.9,421,65.3%,24.2,537,0.99,0.32,0.27,0.16,446,7,98,35.1%,0%
Bulldawg,8,37.5%,2.7,0.8,2.9,7,0.6,236,79.3%,9.4,177,2.27,0.79,0.26,0.22,55,0,-233,50%,0%
Bulldog,37,35.1%,2.2,2.1,2.6,3.6,8.6,386,63.6%,28.2,575,1.11,0.34,0.19,0.24,-19,-4,-138,24.3%,8.1%
Bung,16,12.5%,2.6,3,2.8,4.2,8.4,373,70.2%,23.3,458,0.92,0.25,0.23,0.12,-377,-10,-97,25%,0%
Bunny,6,33.3%,1.8,0.2,3,5.3,0.7,227,56.6%,14.1,283,-,-,-,-,-,-,-,-,-
Burdol,39,48.7%,2.5,1.8,2.1,3.2,8.7,383,46.1%,22.4,451,01.06,0.27,0.23,0.2,-341,-7,-214,10.3%,7.7%
Busio,14,42.9%,2.8,0.9,2.8,6.9,0.7,232,72.8%,10.3,224,2.93,01.04,0.4,0.37,5,0,148,42.9%,14.3%
Buzgej,12,25%,2.7,3.3,2.8,4.3,8.8,422,62.3%,26.9,595,1.19,0.25,0.31,0.08,234,7,-201,8.3%,0%
Bvoy,14,57.1%,6,4.4,1.5,4.7,9.4,437,73.7%,28.5,625,1.63,0.38,0.37,0.2,131,4,200,7.1%,14.3%
CAD,10,30%,2.4,1.4,3,5.8,4.9,313,73.3%,15,309,1.33,0.24,0.34,0.23,-49,-3,-72,30%,0%
CL0UD,2,50%,2.4,2,3.5,6.5,1,265,68.1%,10,264,3.22,1.88,0.35,0.5,834,-4,590,50%,0%
CR0WN,14,57.1%,3.6,2.5,2.2,5.4,8.3,387,52.9%,21.8,500,1.3,0.31,0.21,0.17,-115,-1,97,21.4%,7.1%
Cabochard,16,43.8%,2.4,2.2,2.5,3.8,8.1,375,51.9%,20.4,437,01.04,0.24,0.21,0.14,282,8,108,25%,18.8%
Caliste,16,56.3%,3.2,3.8,2.6,4.7,9.6,452,67.1%,30.5,618,1.22,0.24,0.31,0.04,337,8,613,12.5%,25%
Calix,21,66.7%,4.3,3.2,2.2,6.4,8.3,390,62.2%,29.7,642,1.12,0.23,0.24,0.18,-247,-7,-192,28.6%,9.5%
Callme,18,55.6%,2.9,2.6,2.7,5.3,8.8,397,66.9%,29.1,598,1.26,0.14,0.29,0.17,75,4,177,33.3%,16.7%
Calmsky,13,76.9%,4.5,2.6,2.9,10.5,0.9,281,76.5%,14.2,344,03.01,0.88,0.4,0.34,542,2,130,53.8%,15.4%
Calumnia,17,17.6%,1.6,2.2,3.9,3.9,7.9,352,62.1%,26,516,1.21,0.25,0.24,0.15,-536,-7,-169,11.8%,11.8%
Camanagazo,2,0%,1.2,2,2.5,1,7.1,344,75%,24.5,452,0.99,0.38,0.17,0.16,-413,-10,-558,0%,0%
Campello,13,7.7%,1.1,3.1,5.1,2.4,7.4,367,47.5%,28.4,590,0.65,0.21,0.11,0.02,26,5,49,38.5%,23.1%
Canna,33,72.7%,4.3,2.3,1.5,4,8.5,397,49.7%,20.5,481,1.1,0.29,0.17,0.23,337,7,248,15.2%,12.1%
Canyon,33,72.7%,5.9,2.1,1.4,6.2,5.6,336,68.1%,13.9,320,02.01,0.39,0.47,0.37,246,0,166,42.4%,3%
Caps,21,76.2%,4.3,4,2.5,6.8,7.8,423,60.5%,21.5,536,1.14,0.29,0.23,0.09,215,-9,2,19%,19%
Care,30,30%,2.8,3,2.6,4.3,8.4,387,65%,23.6,469,-,-,-,-,-,-,-,-,-
Carfe,40,37.5%,2.9,3.3,2.7,4.4,8.9,403,61%,23.7,488,1.33,0.35,0.33,0.16,-572,-8,-408,37.5%,12.5%
Cariok,14,57.1%,2.8,1.1,3.2,7.9,5.1,313,71%,16.9,359,1.62,0.29,0.42,0.38,-169,-3,-120,28.6%,28.6%
Carlsen,16,56.3%,3.6,2.4,1.8,3.9,8.7,399,52.5%,23.5,517,0.79,0.15,0.16,0.11,86,3,131,18.8%,6.3%
Carry,14,35.7%,2.6,1.4,4.2,9.5,0.9,249,65.4%,11.7,278,2.98,0.91,0.31,0.38,4,-1,263,28.6%,14.3%
Carzzy,28,60.7%,3.3,3.8,2.7,5,8.7,428,60%,26.7,622,1.22,0.4,0.28,0.06,-267,-5,-153,14.3%,10.7%
Cassin,22,40.9%,2.3,2.4,3.5,5.6,5.4,337,72%,16.8,344,1.6,0.34,0.36,0.35,103,5,102,36.4%,22.7%
Casting,18,50%,3.6,1.8,2,5.4,8.2,390,51.8%,22.6,480,1.26,0.21,0.21,0.22,252,5,284,11.1%,16.7%
Castle,28,71.4%,3.2,2.4,2.3,5,8.2,389,51.7%,20.2,469,1.1,0.38,0.17,0.27,-210,-2,-157,7.1%,14.3%
Catra,18,27.8%,1.8,1.2,5.8,9.2,1.2,244,69.6%,10.8,223,03.04,01.04,0.47,0.25,63,3,115,33.3%,11.1%
Caucha,13,76.9%,4.3,2.7,1.7,4.6,7.5,379,45.5%,18.5,458,0.94,0.21,0.11,0.08,-243,-4,78,15.4%,7.7%
Cavalo,14,35.7%,3.9,1.1,2.4,8.4,0.8,244,84.5%,11.9,268,3.16,1.43,0.47,0.51,-278,-6,-130,28.6%,21.4%
