Player,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim
Jelu,12,41.7%,3.1,1.5,2.8,7.1,5,313,62.6%,14.6,321,1.19,0.25,0.24,0.23,-74,-3,-30,33.3%,8.3%
Jenkins,30,63.3%,4.3,2.7,1.7,4.8,7.9,385,49.5%,20.2,498,1.12,0.29,0.17,0.18,403,1,267,16.7%,6.7%
Jensen,14,14.3%,1.9,2.4,2.8,2.9,8.7,381,62.9%,27.5,544,0.99,0.23,0.18,0.12,22,2,184,28.6%,14.3%
JeongHoon,17,35.3%,2.5,1.1,3.6,8.2,0.6,243,73.9%,11.3,234,2.95,1.73,0.32,0.38,289,-4,-133,23.5%,11.8%
JeppeHou,11,18.2%,1.4,2.1,5.3,5.5,3,290,63.2%,20.1,488,2.44,0.61,0.43,0.22,-125,0,-142,45.5%,0%
Jerry,2,0%,2.8,0.5,3,8,0.3,224,94.1%,7.1,142,-,-,-,-,-,-,-,-,-
Jervo,16,37.5%,2.2,1.1,2.9,5.3,7.3,346,49.9%,18.5,446,1.3,0.25,0.21,0.17,-312,-7,-192,0%,18.8%
Jeskla,16,62.5%,4.8,4.2,1.9,5.1,9.1,437,71.5%,27.1,579,1.33,0.33,0.26,0.15,577,18,552,31.3%,12.5%
Jett,24,83.3%,5.1,5.5,2.2,5.6,9.3,465,68.8%,28,678,0.96,0.14,0.24,0.14,748,11,169,50%,4.2%
Jeyrus,14,64.3%,7.1,5.6,1.6,6.1,8.6,447,69%,25.7,640,1.24,0.34,0.27,0.19,341,3,249,21.4%,14.3%
Jezu,16,62.5%,7,5.5,1.7,6.3,9.4,456,78.8%,25.4,614,1.36,0.3,0.31,0.16,335,5,229,50%,12.5%
Jiejie,29,72.4%,4.2,2.1,2.2,7.1,5.2,332,70.2%,15.1,386,-,-,-,-,-,-,-,-,-
JimieN,17,70.6%,5.4,3.8,1.6,4.8,8.8,429,55.9%,27,614,1.3,0.26,0.27,0.17,543,7,374,29.4%,11.8%
Jiwoo,39,61.5%,4,4.7,2.4,5.1,9.3,437,70%,27.2,601,1.22,0.24,0.38,0.11,-410,-5,120,17.9%,12.8%
JoJo,14,64.3%,6.1,0.8,1.9,10.9,0.7,249,78.2%,11,278,2.9,01.05,0.34,0.4,191,-4,-147,50%,0%
Joekie,4,75%,4.9,2.3,2.5,10,5.8,336,57.5%,14,333,1.64,0.35,0.35,0.26,-456,13,58,25%,0%
Joexy,14,50%,2.3,0.9,3.8,8,1.9,244,66.3%,10.8,223,2.4,1.15,0.27,0.4,-278,2,-137,28.6%,28.6%
Joey,30,50%,3.6,1.2,3.1,10.1,1.1,255,75%,10.3,247,2.58,01.09,0.34,0.35,106,-2,172,16.7%,10%
JohnArnau,16,37.5%,3.3,2.2,2.6,6.4,7.6,385,58.5%,22.5,515,1.11,0.25,0.12,0.12,39,-5,-163,25%,6.3%
JohnGiannis,10,30%,1.2,1,4,3.7,7.4,331,37.6%,18.2,375,0.74,0.19,0.13,0.12,-1096,-13,-439,10%,20%
Joinze,17,52.9%,3.3,2.5,2.6,6.1,5.6,343,73.8%,18.2,367,1.24,0.17,0.31,0.18,337,5,296,47.1%,0%
Jony,10,30%,2.2,2,3.2,5.1,5,314,64.7%,14.6,292,1.94,0.49,0.43,0.33,96,-4,-178,40%,0%
Joo,1,100%,1.2,0,6,7,1.1,223,43.8%,5,126,2.62,1.69,0.4,0.34,-527,-1,-320,0%,100%
Jool,11,54.5%,3.5,3.6,3,6.8,8.4,407,68.4%,25.6,583,01.09,0.15,0.21,0.18,-63,1,-16,0%,27.3%
Jopa,13,76.9%,7,3.7,1.4,6,9.5,436,71.6%,28.9,658,01.07,0.31,0.27,0.13,419,10,545,23.1%,0%
Josedeodo,14,85.7%,9.6,2.9,1.2,8.9,5.7,366,66.3%,15.7,348,1.65,0.23,0.37,0.24,269,6,384,28.6%,21.4%
Juggernaut,14,28.6%,3.1,4.1,3,5.3,8.1,390,70.2%,24.4,519,0.87,0.18,0.17,0.09,-413,-12,-634,21.4%,0%
Juhan,8,50%,2.4,1,3.1,6.6,5.2,307,75.3%,13.1,273,2.14,0.35,0.49,0.43,-212,-2,-91,50%,12.5%
Julbu,17,52.9%,3.1,1.1,3,8.1,4.7,314,72.4%,16,354,1.54,0.26,0.41,0.29,-233,-9,-439,35.3%,17.6%
Juliera,14,35.7%,2.8,2.9,2.9,4.9,8.8,414,70.1%,25.7,588,1.69,0.34,0.34,0.11,-363,-4,-81,28.6%,14.3%
Jun,24,33.3%,2.4,0.4,2.5,5.6,0.9,239,66.1%,12.4,245,3.75,01.06,0.48,0.46,10,-3,305,16.7%,16.7%
JunJia,11,100%,5.5,3.2,2.1,8.4,5.7,347,65.2%,15.9,390,1.96,0.29,0.47,0.29,337,12,672,45.5%,27.3%
Jundat,14,50%,4.3,3.2,2.3,6.5,6.1,358,63.3%,15.4,391,1.49,0.27,0.35,0.2,594,13,386,28.6%,0%
Juuzou,11,54.5%,2.6,1.5,2.3,4.5,7.8,360,45.5%,21.9,413,01.02,0.17,0.18,0.17,-324,-7,-63,18.2%,0%
Juzo,14,35.7%,2.2,3.3,3.7,4.9,8.6,405,66%,24.8,570,1.31,0.31,0.32,0.18,-194,3,-164,14.3%,7.1%
KaSing,14,85.7%,6.7,0.7,2.1,13.1,0.7,261,71.7%,8.5,220,2.97,1.1,0.32,0.3,185,2,256,28.6%,0%
Kabbie,19,84.2%,5.2,1.9,2.8,12.9,0.7,279,75.7%,9.7,250,2.79,01.09,0.29,0.35,532,-4,201,47.4%,10.5%
Kackos,11,54.5%,3.2,3.4,3,6.2,8,399,63.2%,21.2,484,01.01,0.18,0.18,0.07,249,7,98,18.2%,9.1%
Kadir,18,27.8%,2.3,0.9,3.4,6.8,0.9,229,73.6%,9.4,204,2.65,0.98,0.34,0.3,2,0,-106,22.2%,5.6%
Kael,39,48.7%,3.7,1.1,2.1,6.6,0.8,241,76.4%,11.5,236,3.48,1.41,0.51,0.56,31,-5,-83,35.9%,7.7%
Kaiser,16,56.3%,3.3,0.4,2.9,9.2,0.7,235,64.2%,9,209,2.68,1.48,0.31,0.36,-231,-2,-223,25%,18.8%
Kaiwing,17,64.7%,6.5,1.1,1.6,9.2,1,257,75.5%,8.2,191,2.98,01.01,0.45,0.44,417,5,366,47.1%,5.9%
Kakan,3,66.7%,2.2,3.7,3.3,3.7,7.3,393,66.7%,23.3,653,0.97,0.44,0.14,0.16,-388,-13,-725,33.3%,0%
Kamiloo,17,29.4%,2.6,3.2,3.1,4.9,7.9,383,59.3%,28.3,562,1.1,0.3,0.19,0.17,42,-7,-316,47.1%,0%
Kamyta,13,61.5%,6.1,0.2,1.5,9.2,0.8,224,69.4%,8.1,173,2.46,0.97,0.27,0.38,103,1,8,30.8%,7.7%
Kanavi,27,74.1%,4.7,3.3,2.4,7.9,6.2,386,69%,18.4,483,-,-,-,-,-,-,-,-,-
Kanin,14,50%,2.4,3.6,3.4,4.4,7.9,401,54.7%,25.4,591,1.24,0.25,0.18,0.13,40,6,55,7.1%,7.1%
Kaori,16,43.8%,4.7,3.6,1.9,5.3,9.2,418,64.7%,27.3,619,1.28,0.29,0.25,0.13,-208,-3,-11,18.8%,12.5%
Karis,37,32.4%,2.6,2.6,2.1,2.9,8.6,378,62.5%,26.9,504,0.96,0.26,0.21,0.21,-271,-6,-45,10.8%,13.5%
Karsa,26,61.5%,3.3,2.4,2.8,6.8,5.2,336,70.8%,12.8,297,-,-,-,-,-,-,-,-,-
Kati,12,83.3%,7,2.8,1.7,8.8,8.8,417,68%,25.1,624,1.36,0.02,0.31,0.2,45,7,377,8.3%,16.7%
Kaymin,16,37.5%,3.5,4.4,2.8,5.4,7.9,391,70%,27.6,631,01.08,0.33,0.18,0.23,28,-8,-397,31.3%,18.8%
Kaze,16,75%,3.5,5.1,3.2,6,7.8,395,68.3%,25.9,620,1.15,0.28,0.14,0.19,-170,-11,-381,12.5%,6.3%
Keduii,17,70.6%,5.1,5.8,2.2,5.5,9.8,484,62.8%,24.1,560,1.55,0.32,0.38,0.17,485,7,451,52.9%,11.8%
Keel,31,61.3%,3.6,2.7,3,8,5.8,354,73%,18.2,481,1.19,0.12,0.24,0.13,50,8,173,25.8%,6.5%
Kehvo,14,57.1%,3.9,3.1,2.3,5.9,8.6,401,58.3%,28.6,611,1.18,0.27,0.26,0.07,-327,-6,19,28.6%,7.1%
Keine,16,43.8%,2.7,2.4,2.4,3.9,9.4,400,55.6%,28.6,633,1.18,0.22,0.25,0.18,234,13,268,6.3%,0%
Kektz,13,92.3%,4.3,4,2.2,5.3,8.4,441,58.1%,26.1,685,0.92,0.37,0.13,0.12,661,16,466,23.1%,30.8%
Kellin,33,72.7%,7.4,0.8,1.4,9.3,0.6,249,80.1%,9.9,228,3.14,1.38,0.35,0.53,239,-3,10,48.5%,6.1%
Kenal,13,23.1%,4.1,3.8,2.2,5,8.1,410,69.2%,25.9,507,1.36,0.34,0.36,0.14,25,-5,-110,46.2%,0%
Kenvi,14,21.4%,1.6,1.9,3.4,3.6,5.4,306,69.5%,13.8,298,1.71,0.28,0.43,0.29,-254,-1,-132,14.3%,7.1%
Kerberos,14,50%,1.8,3.1,4.1,4.1,8.2,419,44%,26.5,672,1.27,0.23,0.17,0.04,246,7,-69,0%,7.1%
Keres,17,17.6%,2.6,1.3,2.8,5.8,2.3,257,73%,13.7,276,2.88,01.06,0.53,0.43,33,4,-130,35.3%,0%
Keria,36,80.6%,6.6,1.3,1.6,9.1,0.9,282,75.5%,11.5,280,3.24,1.38,0.45,0.5,391,1,106,25%,8.3%
Ketim,18,27.8%,2.9,2.3,3.4,7.8,4.3,304,70.6%,14,304,1.3,0.27,0.27,0.34,-578,-14,-579,38.9%,5.6%
Kevy,30,63.3%,4.5,2.6,2.3,7.6,5.1,334,64.4%,15.2,376,1.58,0.32,0.32,0.28,227,-2,99,26.7%,0%
Khantos,12,83.3%,5,3.9,1.9,5.7,8.9,441,59.1%,21.6,585,0.93,0.25,0.2,0.08,434,10,49,25%,16.7%
Kiari,14,35.7%,2.4,3,2.8,3.7,7.9,392,59.1%,27.4,617,1.15,0.29,0.21,0.15,-117,-3,-144,0%,7.1%
Kiaya,12,83.3%,4.5,4.1,2.3,6.5,8.5,424,62.4%,26.7,672,01.03,0.06,0.15,0.14,141,9,0,25%,25%
Kibah,14,85.7%,8.7,0.6,1.4,11.2,0.6,245,69.7%,7.6,164,2.83,01.05,0.33,0.35,8,-7,-206,28.6%,7.1%
Kick,14,42.9%,4.3,1.4,2.6,9.6,0.8,248,72.9%,10,230,2.64,0.9,0.41,0.39,-76,-1,-161,14.3%,14.3%
Kiin,39,61.5%,4,2.1,1.5,3.8,8.8,402,50.8%,23.3,460,1.17,0.33,0.21,0.21,378,8,318,20.5%,10.3%
Kikis,13,53.8%,4,3.7,2.8,7.5,6.7,384,67.1%,17.8,418,1.45,0.2,0.33,0.16,171,0,-20,46.2%,7.7%
Killerqueen,9,55.6%,2.8,2.2,3.1,6.6,5.1,324,66.9%,17.4,394,1.65,0.09,0.3,0.33,-195,0,51,44.4%,0%
Kim Down,31,58.1%,3.4,0.8,3,9.5,0.8,244,70.4%,9.1,199,2.68,01.08,0.29,0.43,-45,-1,-211,25.8%,22.6%
Kinatu,23,65.2%,2.5,2,2.5,4.1,8.3,388,52.1%,21.3,505,1.23,0.29,0.17,0.22,-45,8,143,8.7%,26.1%
Kino,17,52.9%,2.9,0.4,2.9,8.2,0.8,227,67.5%,6.4,131,2.76,01.03,0.36,0.54,-171,3,-34,23.5%,17.6%
Kio,16,12.5%,2,1.9,2.8,3.7,7.7,361,54.8%,22.5,448,1.12,0.31,0.15,0.19,-198,-4,-94,25%,6.3%
Kireas,12,50%,3,2.6,2.8,6,4.8,321,70.9%,15.4,287,1.67,0.17,0.45,0.34,406,-9,-206,58.3%,8.3%
Kisee,14,50%,3.9,5.7,2.6,4.4,8.7,434,58.6%,28.7,666,01.01,0.23,0.22,0.09,-162,-1,5,0%,7.1%
Kituruken,14,64.3%,3.8,3.7,2.6,5.9,5.2,362,58.9%,15.1,360,1.38,0.34,0.25,0.27,382,-5,-4,42.9%,7.1%
Kizuro,2,0%,2,1,3.5,6,1.2,223,53.3%,13.2,296,2.9,1.29,0.49,0.25,790,6,396,0%,0%
Klaj,14,57.1%,2.6,0.9,3.1,7.4,0.8,233,64.3%,6.3,137,2.72,0.99,0.36,0.38,-33,0,-171,28.6%,7.1%
KlownZ,14,50%,2.6,0.9,3.9,9.1,0.7,245,66.5%,8.6,212,2.45,0.69,0.32,0.3,-355,-2,72,28.6%,28.6%
Knight,27,74.1%,6.7,4.7,1.5,5.6,8.8,439,59.8%,24.7,642,-,-,-,-,-,-,-,-,-
Knighter,14,78.6%,4.9,5,2.1,5.5,9.3,443,68.2%,26.3,663,01.02,0.25,0.16,0.13,257,10,373,21.4%,0%
Koba,16,62.5%,3.5,3.6,3.1,7.1,7.3,389,62.8%,23,554,1.23,0.25,0.24,0.12,-21,1,84,25%,6.3%
Kobbe,17,35.3%,3.7,4.4,2.2,3.9,8.9,429,66.4%,27.5,588,01.02,0.3,0.27,0.06,310,5,250,17.6%,5.9%
Kofte,11,81.8%,5.2,3.9,2.1,7,8.5,416,63.6%,20.2,548,1.31,0.19,0.2,0.14,87,-3,-76,36.4%,0%
Kojima,14,42.9%,3.7,4.5,2.8,5.9,8.9,429,67.6%,25.1,611,1.48,0.32,0.32,0.2,-274,-2,-301,14.3%,14.3%
Kokos,12,41.7%,2.1,2.9,4.1,5.7,5.5,323,76.5%,16.3,342,1.13,0.14,0.28,0.18,-449,2,-141,33.3%,16.7%
Koldo,18,33.3%,3.1,2.6,2.8,5.9,5.4,326,74.4%,14.3,282,1.57,0.32,0.36,0.34,-24,0,116,50%,5.6%
Komandata,5,0%,0.9,1.4,2.8,1.2,8.1,352,56%,27.2,394,0.69,0.26,0.12,0.02,-1579,-16,-429,20%,20%
Kongyue,17,52.9%,4.9,3.4,1.9,5.8,5.5,341,78.9%,16.7,353,2.23,0.36,0.51,0.39,671,1,175,58.8%,0%
Koussay3,14,35.7%,4,4.7,2.5,5.4,8.6,411,58.4%,26.2,572,0.89,0.12,0.19,0.05,-113,-1,-110,7.1%,14.3%
Krastyel,14,64.3%,6.3,3.5,2.2,10.4,4,335,74.7%,15.6,415,2.35,0.68,0.41,0.42,241,0,92,42.9%,0%
Krazler,18,38.9%,2.4,3.7,4.2,6.6,6.2,362,72.4%,21.9,510,1.77,0.35,0.43,0.28,356,11,385,22.2%,0%
KroMAX,13,53.8%,2.6,0.9,3.9,9.2,0.9,246,60.9%,9,214,2.67,0.82,0.3,0.32,-73,-1,42,46.2%,0%
Krysia,18,50%,3.6,2.6,2.8,7.3,5.2,329,70.9%,17.6,386,1.59,0.31,0.29,0.28,97,-3,74,55.6%,5.6%
Kryze,16,62.5%,3.4,2.1,2.1,5,8.3,399,51.1%,22.3,478,0.96,0.26,0.13,0.1,-26,0,69,0%,6.3%
Ksaez,8,62.5%,6,3.1,1.4,5.1,8.7,406,61.4%,25.5,480,1.23,0.12,0.18,0.18,290,4,417,12.5%,0%
Kulvas,12,41.7%,3,1.8,2,4.3,7.8,362,49.3%,21.6,441,0.86,0.2,0.14,0.09,-356,-11,-329,16.7%,0%
Kuri,10,60%,7.9,0.7,1.3,9.6,0.6,232,81.3%,8.8,175,2.7,1.3,0.26,0.44,-177,-2,-248,50%,10%
Kuroneel,17,11.8%,1.9,2.9,3.3,3.5,7.8,364,71.3%,25.6,491,0.89,0.18,0.14,0.07,-119,-1,-26,29.4%,5.9%
Kynetic,16,56.3%,4,3.8,2.2,4.9,8.6,413,69.5%,25.4,563,01.07,0.32,0.23,0.21,-48,-2,132,12.5%,12.5%
Kyoshi,1,0%,0,0,8,0,7.7,298,0%,23,283,0.95,0.27,0.32,0.05,-2044,-31,224,0%,0%
LJX,12,25%,1.3,1.3,3.6,3.4,6.8,330,40.9%,18.7,371,01.07,0.2,0.17,0.12,-1277,-29,-923,16.7%,16.7%
LP,25,76%,4.9,4.8,2.4,6.8,8.8,436,69.1%,27.3,645,-,-,-,-,-,-,-,-,-
Labrov,15,46.7%,2.9,0.8,3.5,9.4,0.7,233,66.3%,12.5,275,2.67,1.47,0.32,0.42,-89,-6,-178,40%,6.7%
Lacunae,17,17.6%,1.3,1.3,3.4,3.2,6.4,317,43.1%,17.6,362,0.96,0.31,0.1,0.19,-788,-19,-355,5.9%,5.9%
Lagolinas,5,20%,1.9,3,3.6,4,7,361,77.5%,22.2,473,1.15,0.03,0.22,0.15,-246,-8,-490,20%,20%
Lamabear,17,23.5%,2.8,2.1,2.5,4.8,5.4,319,74.5%,16.5,351,1.48,0.31,0.36,0.27,-51,-2,-29,35.3%,0%
Lancer,21,23.8%,1.3,1.9,3.9,3.4,8.4,377,51.3%,27.6,613,1.12,0.27,0.18,0.21,127,4,-94,4.8%,14.3%
Lari,14,21.4%,1.9,2.6,4,5.2,7.9,372,61.1%,26.5,567,0.98,0.28,0.17,0.09,-1048,-15,-319,35.7%,0%
Larssen,21,47.6%,3.1,3.9,2.7,4.4,8.5,401,62.7%,26.3,584,0.81,0.27,0.16,0.06,262,7,335,33.3%,4.8%
Lauva,17,41.2%,3.5,2.2,2.3,5.9,5,316,72.5%,11.6,248,1.82,0.4,0.38,0.37,-248,-3,-187,29.4%,5.9%
Lava,14,71.4%,4.5,3.6,2.5,7.6,8.8,428,69.8%,28.1,691,1.36,0.22,0.35,0.14,41,9,50,7.1%,14.3%
LeBron,16,93.8%,10.1,3.4,1.3,9.8,5.9,382,75%,15.6,372,1.38,0.16,0.31,0.19,985,9,525,68.8%,0%
LeChase,2,50%,5.7,1,1.5,7.5,5.4,318,66.8%,11.5,269,1.72,0.2,0.58,0.17,-406,-4,-354,50%,0%
LeMy,13,0%,0.8,1.8,4.7,2.1,7.7,339,42.1%,21.5,382,0.74,0.23,0.12,0.04,-947,-12,-681,30.8%,7.7%
Leave,29,72.4%,3.8,4.3,2.2,4.2,9.7,453,62%,25.6,628,-,-,-,-,-,-,-,-,-
Legolas,18,50%,2.8,4.7,3.6,5.4,8.9,433,68.3%,28.8,739,01.06,0.23,0.26,0.07,-315,-4,84,16.7%,16.7%
Lehends,39,61.5%,3.8,0.5,2,7.2,0.8,235,69.7%,8.9,171,2.73,1.24,0.35,0.48,-186,3,-132,28.2%,17.9%
Lekcyc,16,75%,4.7,1.3,2.3,9.6,1,258,73.4%,7.4,181,2.93,1,0.36,0.36,12,2,-182,37.5%,12.5%
Lele,15,26.7%,3.1,0.5,2.9,8.7,0.5,222,81.2%,12.7,256,-,-,-,-,-,-,-,-,-
Leleko,8,62.5%,4.4,4.1,2.9,8.5,7.5,391,76.2%,24.4,560,1.19,0.18,0.3,0.21,16,-2,122,50%,0%
Lelouch,14,57.1%,4.1,4.5,2.4,5.4,9.5,452,66%,23.5,556,01.02,0.22,0.24,0.04,632,20,270,21.4%,0%
Lens,31,61.3%,3.5,4.7,2.7,4.8,8.5,430,63%,20.1,511,0.9,0.23,0.23,0.07,4,-4,-383,22.6%,6.5%
Leo,23,47.8%,4.7,3.7,1.7,4.4,9.5,437,75.4%,29.1,595,1.85,0.39,0.44,0.22,-82,0,-72,21.7%,17.4%
Leo D Aras,6,50%,3.1,1.7,2.7,6.5,1.1,250,63.1%,10.4,228,2.3,01.08,0.3,0.25,296,1,-500,50%,0%
LeoLeCargo,17,29.4%,2.1,1.1,3.8,6.8,0.9,226,60.7%,7.9,151,2.37,0.99,0.28,0.36,-239,3,-129,11.8%,17.6%
Leon,16,37.5%,3,0.6,3,8.4,1,231,64%,8.1,181,2.64,0.94,0.36,0.26,-243,-1,-131,31.3%,12.5%
Levi,12,83.3%,4.5,3.8,2.6,7.8,5.6,377,69%,14.1,361,1.65,0.09,0.3,0.31,350,6,222,33.3%,8.3%
Leyan,28,39.3%,2,2.3,3.6,5.1,5.5,333,71.8%,15.5,341,-,-,-,-,-,-,-,-,-
Leza,16,43.8%,2.5,3.2,2.8,3.9,9.3,417,59.5%,32.6,640,1.14,0.24,0.25,0.14,-2,7,76,0%,12.5%
Lickmyheal,14,50%,2.7,0.9,3.9,9.5,0.7,252,71.1%,10.7,242,2.85,0.93,0.36,0.28,3,-4,97,35.7%,35.7%
Licorice,14,57.1%,1.8,1.6,2.8,3.5,8.1,384,39.8%,19.6,397,01.06,0.25,0.17,0.16,-380,-5,-393,7.1%,28.6%
Life,37,56.8%,3.4,0.7,2.1,6.3,0.7,241,68.3%,9.7,201,03.05,1.29,0.41,0.41,3,-2,86,16.2%,8.1%
Light,26,61.5%,6.1,4.1,1.5,4.9,9.6,444,68%,27,621,-,-,-,-,-,-,-,-,-
Lightpulse,2,50%,2.8,1,4.5,11.5,0.4,240,67.7%,7.1,189,2.29,1.44,0.15,0.34,-227,4,-312,50%,0%
Likai,17,52.9%,4.1,2,1.7,5.1,7.9,380,60.7%,19.8,395,01.07,0.34,0.18,0.24,198,-4,50,23.5%,0%
Lilipp,16,68.8%,4,1.9,2.6,8.4,1,268,69%,12.5,298,3.53,1.24,0.53,0.5,428,-3,-138,37.5%,12.5%
Lindgarde,21,57.1%,4.9,4.7,2.5,7.6,8.7,431,62.8%,23.5,667,0.92,0.26,0.23,0.05,20,-3,46,23.8%,4.8%
Lingwi,14,42.9%,2.5,2.8,3.5,6,7.4,379,51.6%,23.8,549,1.14,0.29,0.17,0.14,44,-1,72,21.4%,0%
Links,30,46.7%,3.2,3.9,3,5.4,8.3,407,72.2%,24.2,590,1.23,0.32,0.29,0.08,-114,0,-162,13.3%,3.3%
Lived,15,73.3%,3.2,1.6,2.1,5.1,7.8,373,41.1%,17.5,437,0.95,0.35,0.13,0.12,453,7,442,13.3%,6.7%
Lofti,22,54.5%,3.5,3.6,2.9,6.6,7.2,370,59.5%,21.7,577,01.04,0.32,0.16,0.11,-610,-15,-262,0%,0%
LokeN,24,83.3%,9.7,5,1.1,5.5,9.5,461,67.6%,26.3,638,1.48,0.28,0.42,0.18,124,6,210,20.8%,0%
Loki,7,57.1%,4.3,4,2.4,6.4,7.1,376,64.4%,23.7,594,0.94,0.28,0.19,0.21,-555,-12,-329,14.3%,14.3%
Lokmays,2,0%,2.6,1.5,3.5,7.5,0.6,223,58.9%,7.3,156,2.57,1.25,0.33,0.37,62,2,-226,50%,50%
Lonely,14,42.9%,4.1,4.1,2.5,6.1,8.4,420,67.5%,25,642,1.28,0.33,0.23,0.17,187,7,-19,28.6%,7.1%
Long,9,33.3%,1.3,1.6,3.8,3.3,7.9,370,45.3%,22.1,420,0.89,0.25,0.12,0.12,-272,-5,-19,11.1%,11.1%
Looca,16,62.5%,3.9,4.8,2.5,4.9,8.5,448,57.8%,27.1,609,01.01,0.17,0.17,0.09,140,-1,38,18.8%,12.5%
Look,13,38.5%,1.8,0.4,4.8,8.4,0.7,225,63%,8.7,195,2.65,0.99,0.35,0.49,-575,-5,-291,23.1%,15.4%
Loopy,38,71.1%,4.8,1,2.1,9.2,1,248,71.1%,9.1,195,03.04,1.11,0.46,0.44,162,4,308,10.5%,21.1%
Lospa,40,37.5%,2.9,0.6,2.9,7.9,0.9,235,71%,8.2,171,2.97,1.43,0.32,0.53,-239,3,-96,35%,7.5%
Lost,30,76.7%,7.4,5,1.5,5.8,9.4,464,60%,27.5,733,1.27,0.36,0.25,0.19,495,13,171,20%,6.7%
Lot,16,56.3%,4.5,2.3,1.8,5.9,8.1,383,52.2%,23.1,448,0.96,0.18,0.17,0.14,108,2,-44,18.8%,6.3%
Lothen,18,50%,3.6,5.5,2.7,4.2,8.7,426,66.1%,26.2,587,01.06,0.25,0.24,0.14,-288,-7,-378,22.2%,11.1%
Lotuss,13,23.1%,4.4,3.3,2.2,6.5,5.7,330,75.6%,18.8,379,1.42,0.15,0.37,0.19,84,-3,170,46.2%,0%
Lpc,29,34.5%,2.6,2.7,2.6,4.1,8.9,396,59.8%,24,524,-,-,-,-,-,-,-,-,-
Luana,5,0%,0.5,0.8,3,0.8,7.7,334,19.7%,22.7,363,0.7,0.09,0.11,0.09,-720,-16,-515,0%,20%
Lucid,40,70%,4.4,3,2.2,6.7,5.7,346,66%,13.5,284,1.79,0.37,0.44,0.39,212,6,270,20%,2.5%
Lucker,18,33.3%,3.8,3.6,1.9,3.7,9.1,417,67.6%,30.2,598,0.89,0.23,0.24,0.04,-164,-3,-97,22.2%,5.6%
Lucky,15,73.3%,7.8,1.5,2.1,15.2,0.8,278,76.6%,11.5,335,3.19,1.39,0.48,0.25,232,-3,-81,26.7%,0%
Luger,14,50%,4.4,3.3,1.7,4.3,9.5,421,63.8%,23.1,503,1.37,0.2,0.38,0.1,13,8,87,35.7%,7.1%
Luka,14,42.9%,3.9,4.1,2.6,6.4,7.9,399,64.7%,26.8,607,1.19,0.24,0.23,0.14,403,1,233,28.6%,7.1%
Lukezy,8,87.5%,5.5,1.5,2.1,10.1,0.9,280,62.9%,14.1,388,3.11,01.01,0.38,0.29,456,1,433,12.5%,37.5%
Lulas,13,53.8%,3.8,1.9,2.5,7.4,4.8,314,67.1%,13,311,1.24,0.2,0.22,0.19,16,-8,-127,23.1%,15.4%
Lumerion,14,57.1%,2.7,3.8,3.6,5.9,7.4,394,65.9%,30,693,0.88,0.22,0.18,0.09,194,1,32,35.7%,21.4%
Lunddorf,13,76.9%,2.8,2,2.5,4.8,8.1,388,51.1%,24.9,556,01.09,0.31,0.17,0.12,217,11,116,46.2%,15.4%
Lure,40,62.5%,5.5,5,2,5.7,9.4,452,71.6%,29.6,661,1.18,0.27,0.3,0.13,143,-4,10,27.5%,0%
Lurox,17,70.6%,5.4,2.5,1.9,7.6,5,338,64.4%,15.6,355,1.58,0.25,0.38,0.33,237,4,280,23.5%,0%
Lvsyan,8,37.5%,3,3.6,2.9,5.1,9.1,405,64%,29,698,1.55,0.12,0.28,0.18,134,7,129,25%,12.5%
Lwx,30,30%,3,3.4,2.7,4.7,9.8,427,72.2%,29.1,572,-,-,-,-,-,-,-,-,-
Lxwzy,6,50%,3.7,2,1.8,4.8,6.4,341,69.6%,16.7,309,2.19,0.67,0.49,0.32,-386,2,-33,33.3%,16.7%
Lyg,16,31.3%,2,2.6,2.9,3.2,8.5,395,57.1%,25,499,1,0.27,0.26,0.12,-430,-15,-317,18.8%,6.3%
Lyncas,16,62.5%,4.5,2.6,2.4,8.5,5.2,340,76.8%,17.7,406,1.46,0.3,0.31,0.23,611,0,138,62.5%,0%
Lyonz,17,58.8%,4.9,1.2,2.2,9.5,1.6,262,71.6%,10.4,254,2.65,0.96,0.42,0.43,38,-3,-333,47.1%,0%
M0NK,14,50%,3.6,5,2.9,5.4,9.3,450,67.2%,33,850,1.26,0.29,0.33,0.14,226,1,-213,28.6%,14.3%
M1nd,18,33.3%,2.9,2.8,2.6,4.7,7.4,386,65.7%,26.8,561,1.32,0.26,0.27,0.1,76,1,288,33.3%,11.1%
MDB,13,46.2%,3.7,4.2,2.3,4.3,9.2,442,63.7%,29.3,626,1.16,0.34,0.26,0.16,179,2,-156,7.7%,7.7%
MGX,4,25%,2,2,3,4,8.7,375,61.3%,23.5,424,0.98,0.48,0.12,0.16,-568,-2,162,0%,25%
MIK0,18,27.8%,2.4,4.7,4,4.8,8.2,412,64.7%,29,641,0.85,0.2,0.25,0.07,-150,-4,-303,22.2%,5.6%
Madly,14,64.3%,2.8,3.6,3,4.8,8.4,428,51.2%,28.1,672,01.09,0.29,0.19,0.11,951,19,534,7.1%,14.3%
